7091.txt	2067	455	0.22	71
1648.txt	3754	457	0.12	143
2852.txt	2280	410	0.18	73
3702.txt	1562	659	0.42	64
5255.txt	894	304	0.34	29
2315.txt	2928	593	0.2	90
4754.txt	5742	1312	0.23	195
5477.txt	3680	1099	0.3	121
3563.txt	5897	1279	0.22	199
236.txt	8102	323	0.04	223
2855.txt	762	193	0.25	32
4952.txt	2222	612	0.28	78
1661.txt	8656	884	0.1	242
6242.txt	2088	749	0.36	53
2674.txt	2915	332	0.11	148
907.txt	2019	363	0.18	59
6948.txt	3109	893	0.29	73
4628.txt	6360	907	0.14	246
3985.txt	11932	2936	0.25	307
3522.txt	3571	625	0.18	136
598.txt	6312	429	0.07	122
1107.txt	9145	566	0.06	386
2692.txt	1929	663	0.34	64
6498.txt	8400	1637	0.19	283
6905.txt	3838	1163	0.3	122
5016.txt	4517	1085	0.24	158
777.txt	3329	588	0.18	100
4477.txt	11728	1851	0.16	285
2868.txt	6000	1518	0.25	245
6617.txt	1080	630	0.58	37
1294.txt	2210	446	0.2	72
1440.txt	3567	813	0.23	118
7062.txt	5320	1271	0.24	150
2388.txt	3038	386	0.13	112
1020.txt	2373	320	0.13	67
6807.txt	2492	1119	0.45	90
5264.txt	1012	334	0.33	34
2928.txt	1913	357	0.19	65
5435.txt	1998	1116	0.56	64
5399.txt	1981	614	0.31	62
4493.txt	904	391	0.43	20
2049.txt	1164	377	0.32	44
3740.txt	4853	740	0.15	176
2469.txt	3267	713	0.22	123
5791.txt	3053	743	0.24	106
2746.txt	1592	627	0.39	59
231.txt	8775	579	0.07	289
2762.txt	2622	760	0.29	75
5391.txt	2636	745	0.28	72
5360.txt	6419	1648	0.26	260
356.txt	1466	409	0.28	57
6651.txt	3710	772	0.21	123
3545.txt	1128	190	0.17	43
2546.txt	727	246	0.34	26
3748.txt	2865	687	0.24	124
3914.txt	1052	381	0.36	46
3840.txt	1210	364	0.3	48
1343.txt	2223	493	0.22	68
6346.txt	2370	347	0.15	84
5217.txt	31280	9540	0.3	876
4382.txt	6525	1285	0.2	172
3435.txt	2051	236	0.12	53
4434.txt	2615	570	0.22	74
3101.txt	2678	366	0.14	70
5317.txt	2696	1036	0.38	94
3165.txt	5495	357	0.06	222
2030.txt	3374	330	0.1	98
2959.txt	3168	551	0.17	87
1413.txt	3296	272	0.08	122
5614.txt	3220	778	0.24	84
6868.txt	4024	1635	0.41	134
6458.txt	4563	1566	0.34	167
2117.txt	1966	426	0.22	50
2077.txt	1754	468	0.27	63
464.txt	4756	439	0.09	160
1561.txt	3888	470	0.12	105
6146.txt	3925	704	0.18	93
5041.txt	4193	1330	0.32	120
6093.txt	4197	1136	0.27	106
3825.txt	29970	4418	0.15	1015
1351.txt	7405	553	0.07	238
1607.txt	4239	962	0.23	135
6813.txt	2184	749	0.34	78
3952.txt	4397	1327	0.3	111
3090.txt	1831	596	0.33	83
5427.txt	1491	213	0.14	40
1998.txt	3713	1027	0.28	104
1743.txt	6921	967	0.14	167
792.txt	2712	401	0.15	87
812.txt	7443	483	0.06	198
1008.txt	16823	1682	0.1	479
3277.txt	3393	914	0.27	115
1660.txt	5956	668	0.11	238
2921.txt	2922	493	0.17	91
6854.txt	7160	1307	0.18	203
5679.txt	1357	355	0.26	46
1100.txt	1144	208	0.18	38
4090.txt	4567	1877	0.41	80
2208.txt	3121	456	0.15	79
6051.txt	1267	541	0.43	46
1313.txt	6070	405	0.07	167
779.txt	2583	387	0.15	105
6584.txt	6921	646	0.09	223
5225.txt	4356	975	0.22	124
4031.txt	560	139	0.25	16
4844.txt	1965	861	0.44	66
2094.txt	1676	480	0.29	57
2357.txt	4541	631	0.14	158
6049.txt	7039	2006	0.28	234
798.txt	10803	626	0.06	302
3121.txt	1339	116	0.09	55
3124.txt	1945	264	0.14	69
2078.txt	1175	338	0.29	31
5885.txt	13559	1462	0.11	393
1041.txt	1780	371	0.21	76
6447.txt	2283	531	0.23	85
4821.txt	2920	923	0.32	90
4239.txt	8683	2072	0.24	226
3046.txt	3365	694	0.21	95
7101.txt	8594	2447	0.28	325
5494.txt	3482	1024	0.29	105
1861.txt	54298	5986	0.11	1631
1153.txt	3713	497	0.13	121
5560.txt	4832	1022	0.21	117
6285.txt	1168	400	0.34	30
245.txt	7557	779	0.1	224
1847.txt	4650	410	0.09	128
6401.txt	3649	771	0.21	70
1623.txt	2184	400	0.18	84
4537.txt	2064	692	0.34	77
2661.txt	2714	798	0.29	73
2559.txt	6568	209	0.03	307
6365.txt	5419	1000	0.18	150
2847.txt	1318	440	0.33	42
1279.txt	4345	429	0.1	134
5508.txt	1520	640	0.42	53
2220.txt	1124	233	0.21	35
4176.txt	1470	740	0.5	63
2363.txt	1502	379	0.25	51
3433.txt	1363	413	0.3	51
219.txt	2901	78	0.03	84
1533.txt	4899	440	0.09	198
6598.txt	1842	853	0.46	63
3291.txt	4340	1326	0.31	139
3831.txt	4311	1171	0.27	160
6777.txt	1215	454	0.37	44
5122.txt	4134	1277	0.31	99
1994.txt	1285	287	0.22	42
2962.txt	2104	843	0.4	81
1101.txt	4152	815	0.2	141
6547.txt	5581	1216	0.22	212
645.txt	5091	624	0.12	144
5462.txt	866	232	0.27	28
355.txt	1420	234	0.16	43
4168.txt	2669	800	0.3	104
3744.txt	7350	2186	0.3	161
4342.txt	2042	922	0.45	79
2788.txt	4393	873	0.2	135
2079.txt	3081	294	0.1	90
5183.txt	771	298	0.39	36
6803.txt	2551	750	0.29	85
5732.txt	4533	909	0.2	89
3042.txt	3623	633	0.17	108
2043.txt	3397	299	0.09	109
4933.txt	5072	1616	0.32	97
2521.txt	8684	810	0.09	253
389.txt	5530	579	0.1	186
4330.txt	1023	168	0.16	37
335.txt	20491	1008	0.05	574
3766.txt	6214	1145	0.18	196
2027.txt	2474	751	0.3	81
1011.txt	3927	483	0.12	125
788.txt	3039	514	0.17	101
4690.txt	2061	696	0.34	59
2969.txt	1582	437	0.28	52
4027.txt	7763	2810	0.36	157
2726.txt	1501	604	0.4	55
6469.txt	3790	624	0.16	93
1953.txt	2252	248	0.11	71
6572.txt	2552	1095	0.43	79
4888.txt	1577	899	0.57	53
3269.txt	2772	697	0.25	77
2274.txt	7710	561	0.07	292
6318.txt	2257	679	0.3	59
4913.txt	1688	640	0.38	52
5899.txt	2663	807	0.3	73
2568.txt	2939	539	0.18	106
4217.txt	31058	8609	0.28	860
1450.txt	2529	221	0.09	87
6846.txt	4149	1238	0.3	146
2473.txt	3378	460	0.14	184
1426.txt	6678	485	0.07	209
3351.txt	737	116	0.16	34
5753.txt	2673	873	0.33	82
5098.txt	8144	1568	0.19	270
4996.txt	2642	693	0.26	98
4317.txt	9237	1894	0.21	300
2957.txt	5374	630	0.12	234
6754.txt	4703	1696	0.36	223
3787.txt	1576	487	0.31	52
4836.txt	3172	1061	0.33	103
4712.txt	5182	883	0.17	179
317.txt	3380	70	0.02	107
5914.txt	2675	863	0.32	106
6445.txt	6067	770	0.13	207
4587.txt	1828	496	0.27	70
4541.txt	2918	544	0.19	104
3188.txt	2911	406	0.14	98
2153.txt	3323	323	0.1	89
5157.txt	1543	481	0.31	40
1301.txt	5439	795	0.15	172
7065.txt	3315	1120	0.34	114
5358.txt	608	255	0.42	23
1787.txt	5722	530	0.09	200
5637.txt	5342	1647	0.31	172
4202.txt	5426	1795	0.33	161
2695.txt	1746	392	0.22	64
5145.txt	3017	896	0.3	115
933.txt	6228	740	0.12	186
3967.txt	4994	789	0.16	110
974.txt	2147	464	0.22	64
2958.txt	3028	756	0.25	92
1272.txt	1644	230	0.14	55
3697.txt	2341	652	0.28	69
23.txt	3043	595	0.2	81
3956.txt	7793	2540	0.33	242
969.txt	4293	396	0.09	140
6.txt	1998	586	0.29	64
102.txt	6910	269	0.04	224
3857.txt	2380	1140	0.48	71
2613.txt	5893	966	0.16	126
1505.txt	2214	372	0.17	79
4427.txt	1000	206	0.21	37
3275.txt	2043	437	0.21	60
7088.txt	1698	607	0.36	76
4901.txt	2767	754	0.27	124
6290.txt	1616	639	0.4	54
2205.txt	3241	410	0.13	99
570.txt	3530	294	0.08	102
3818.txt	1012	479	0.47	29
2103.txt	2591	372	0.14	71
2669.txt	4592	1334	0.29	132
4392.txt	5794	936	0.16	129
6920.txt	1921	903	0.47	81
1551.txt	5388	595	0.11	160
5822.txt	6137	889	0.14	194
5424.txt	5245	923	0.18	197
2801.txt	2982	313	0.1	98
4051.txt	2135	1026	0.48	89
6070.txt	1448	615	0.42	46
2939.txt	3398	625	0.18	118
1105.txt	2920	502	0.17	89
4788.txt	1594	489	0.31	34
5874.txt	3401	1113	0.33	105
4372.txt	2670	603	0.23	61
2402.txt	1966	404	0.21	83
13.txt	5060	537	0.11	131
4254.txt	3767	904	0.24	124
6056.txt	635	309	0.49	33
6882.txt	968	448	0.46	38
410.txt	1648	518	0.31	54
463.txt	1727	316	0.18	48
2968.txt	1407	138	0.1	53
2279.txt	3669	788	0.21	100
2361.txt	3028	777	0.26	94
7128.txt	3769	793	0.21	130
4897.txt	9237	1684	0.18	264
639.txt	1945	327	0.17	80
5377.txt	9498	2483	0.26	240
3025.txt	982	202	0.21	44
847.txt	1960	290	0.15	62
6327.txt	1959	424	0.22	61
7124.txt	1708	299	0.18	73
755.txt	1811	569	0.31	67
4206.txt	1510	930	0.62	52
105.txt	3896	283	0.07	97
7037.txt	4908	1372	0.28	105
1732.txt	10531	1287	0.12	342
571.txt	2836	244	0.09	89
7070.txt	3239	1561	0.48	150
1438.txt	2128	406	0.19	91
1193.txt	1096	249	0.23	37
5310.txt	1634	469	0.29	63
4675.txt	1350	459	0.34	47
650.txt	5488	380	0.07	141
3911.txt	4779	1344	0.28	173
3929.txt	2988	706	0.24	92
5138.txt	2749	872	0.32	80
3837.txt	4301	705	0.16	149
6667.txt	4477	1308	0.29	156
5554.txt	9128	1721	0.19	285
2919.txt	6749	813	0.12	196
6017.txt	7095	1722	0.24	234
4388.txt	2638	982	0.37	91
4301.txt	5310	1606	0.3	135
2206.txt	3554	509	0.14	130
3190.txt	2232	747	0.33	76
6258.txt	2282	893	0.39	75
1314.txt	8690	1109	0.13	311
2346.txt	3360	641	0.19	104
2893.txt	1627	249	0.15	54
4574.txt	5600	2093	0.37	212
5112.txt	4626	976	0.21	136
6966.txt	8828	2696	0.31	232
2508.txt	2604	614	0.24	65
4598.txt	8189	2166	0.26	229
4080.txt	3480	1636	0.47	168
629.txt	7825	632	0.08	222
5741.txt	3383	948	0.28	101
230.txt	5002	464	0.09	121
4014.txt	4469	609	0.14	158
4096.txt	1323	785	0.59	57
6325.txt	837	449	0.54	22
6590.txt	4327	1258	0.29	121
2781.txt	3510	515	0.15	77
4262.txt	5934	1670	0.28	177
805.txt	2765	518	0.19	78
4315.txt	23681	4967	0.21	824
945.txt	1792	346	0.19	56
3583.txt	1729	480	0.28	77
1624.txt	3823	633	0.17	116
445.txt	4338	591	0.14	136
2394.txt	1178	369	0.31	41
3284.txt	3624	316	0.09	105
95.txt	3531	285	0.08	93
3799.txt	13548	1915	0.14	524
983.txt	2187	330	0.15	61
5334.txt	1608	422	0.26	68
4070.txt	742	288	0.39	24
1901.txt	2576	262	0.1	86
6726.txt	6627	1982	0.3	196
1916.txt	1969	249	0.13	49
5765.txt	3379	886	0.26	84
2092.txt	19503	2925	0.15	630
6020.txt	3386	675	0.2	130
2639.txt	2261	443	0.2	80
4412.txt	7781	1846	0.24	227
6002.txt	2858	438	0.15	62
4128.txt	24203	4981	0.21	618
4204.txt	6447	1915	0.3	179
844.txt	9440	826	0.09	334
4126.txt	3389	647	0.19	120
6836.txt	4984	864	0.17	136
6954.txt	22122	4690	0.21	723
3782.txt	3768	952	0.25	120
3823.txt	826	228	0.28	39
125.txt	2040	281	0.14	52
5745.txt	5590	681	0.12	174
6319.txt	1272	466	0.37	48
1113.txt	1309	338	0.26	39
4154.txt	2523	794	0.31	81
1979.txt	5643	355	0.06	204
2147.txt	2924	250	0.09	86
1444.txt	3312	305	0.09	82
2519.txt	5252	824	0.16	125
4103.txt	2523	580	0.23	102
7034.txt	361	151	0.42	19
1472.txt	2178	560	0.26	72
3313.txt	8132	1815	0.22	227
6316.txt	2009	908	0.45	66
4636.txt	5262	1931	0.37	142
6815.txt	1840	694	0.38	67
3751.txt	1620	337	0.21	63
4199.txt	5629	712	0.13	211
3941.txt	22295	5179	0.23	495
5416.txt	7922	3134	0.4	225
4575.txt	5691	1537	0.27	115
5497.txt	4288	988	0.23	119
2814.txt	1985	228	0.11	84
3037.txt	3287	430	0.13	105
5464.txt	2084	876	0.42	74
6159.txt	1887	597	0.32	67
96.txt	4431	433	0.1	149
5979.txt	3590	597	0.17	161
6336.txt	3898	963	0.25	156
6715.txt	654	261	0.4	24
4790.txt	1236	281	0.23	43
3236.txt	1785	308	0.17	62
6223.txt	2962	510	0.17	76
688.txt	3479	497	0.14	121
6689.txt	13043	2639	0.2	480
3242.txt	3500	812	0.23	91
4854.txt	1399	587	0.42	45
6364.txt	1926	495	0.26	82
201.txt	2899	98	0.03	95
560.txt	2826	491	0.17	82
3511.txt	3649	529	0.14	105
6838.txt	998	304	0.3	28
2487.txt	2030	725	0.36	86
651.txt	4248	383	0.09	115
4561.txt	1733	548	0.32	57
1227.txt	2891	403	0.14	72
6957.txt	3277	1008	0.31	90
1054.txt	7440	376	0.05	189
683.txt	7036	664	0.09	216
2288.txt	2360	378	0.16	93
461.txt	8079	422	0.05	192
3652.txt	2193	590	0.27	77
4302.txt	6785	1581	0.23	223
7038.txt	5439	1612	0.3	218
5599.txt	2020	751	0.37	70
4045.txt	1057	474	0.45	41
2826.txt	1291	670	0.52	60
2362.txt	3215	495	0.15	97
2486.txt	3285	578	0.18	141
392.txt	6567	379	0.06	176
6213.txt	7392	845	0.11	225
6241.txt	6144	832	0.14	238
4922.txt	1796	690	0.38	57
3233.txt	3485	792	0.23	94
3528.txt	7784	969	0.12	253
4267.txt	50873	17699	0.35	1380
2759.txt	4361	492	0.11	160
3170.txt	1508	349	0.23	57
2782.txt	1034	176	0.17	45
1900.txt	7366	951	0.13	211
5910.txt	2055	431	0.21	103
921.txt	2441	205	0.08	70
546.txt	1865	385	0.21	67
4251.txt	1604	452	0.28	40
1756.txt	3036	160	0.05	114
2951.txt	3549	537	0.15	112
6600.txt	2454	741	0.3	75
7122.txt	5249	785	0.15	167
2843.txt	1699	373	0.22	54
6819.txt	3485	1062	0.3	81
2734.txt	3854	631	0.16	115
6284.txt	4894	1026	0.21	207
2072.txt	4263	938	0.22	165
3942.txt	3113	1053	0.34	86
2829.txt	3934	530	0.13	145
4399.txt	4752	929	0.2	167
809.txt	3746	566	0.15	129
270.txt	2085	283	0.14	68
5297.txt	2260	1191	0.53	85
4223.txt	4675	2002	0.43	137
6974.txt	8100	3311	0.41	325
3179.txt	17676	2975	0.17	587
2522.txt	6046	800	0.13	170
6175.txt	182	68	0.37	10
4781.txt	2355	727	0.31	67
2976.txt	2000	500	0.25	69
2284.txt	2053	414	0.2	60
827.txt	6367	678	0.11	192
2808.txt	2359	776	0.33	106
2745.txt	2513	522	0.21	90
3807.txt	5733	1356	0.24	157
391.txt	3335	332	0.1	114
6057.txt	937	451	0.48	35
3308.txt	5731	1152	0.2	146
281.txt	4329	401	0.09	123
834.txt	6565	724	0.11	186
3298.txt	2159	788	0.36	102
2059.txt	1693	350	0.21	69
980.txt	3204	349	0.11	92
6249.txt	1218	408	0.33	41
2112.txt	3378	1047	0.31	148
2628.txt	2371	403	0.17	77
2938.txt	1146	292	0.25	48
3098.txt	7186	913	0.13	193
4551.txt	9093	2356	0.26	276
5349.txt	1272	582	0.46	36
2974.txt	2106	265	0.13	65
5218.txt	2085	646	0.31	63
1725.txt	9737	732	0.08	246
978.txt	3419	301	0.09	94
4697.txt	2119	548	0.26	62
5992.txt	3959	1025	0.26	141
5792.txt	3584	787	0.22	81
4839.txt	2308	828	0.36	65
202.txt	4824	200	0.04	131
474.txt	3006	196	0.07	89
1814.txt	4126	711	0.17	124
1208.txt	3423	300	0.09	117
5643.txt	8171	1108	0.14	192
5259.txt	3016	873	0.29	98
5108.txt	2268	710	0.31	65
4545.txt	449	49	0.11	24
7110.txt	2751	647	0.24	102
4802.txt	3374	454	0.13	117
6161.txt	3582	1284	0.36	108
4397.txt	4339	1589	0.37	114
3540.txt	3066	450	0.15	85
5012.txt	1929	421	0.22	70
3999.txt	3306	477	0.14	100
139.txt	2124	380	0.18	68
2922.txt	6026	400	0.07	183
2816.txt	3339	441	0.13	124
6188.txt	1568	734	0.47	49
186.txt	2563	267	0.1	57
4282.txt	2631	488	0.19	80
4652.txt	1020	363	0.36	39
6542.txt	2000	967	0.48	94
4766.txt	2080	886	0.43	73
1907.txt	5770	586	0.1	175
1574.txt	2423	243	0.1	97
6968.txt	800	342	0.43	27
59.txt	1407	107	0.08	43
4725.txt	4202	681	0.16	95
55.txt	3287	272	0.08	104
1103.txt	2643	422	0.16	77
3378.txt	1145	189	0.17	41
914.txt	4608	1843	0.4	129
5170.txt	1969	808	0.41	58
1804.txt	3756	692	0.18	124
760.txt	5064	550	0.11	117
248.txt	6003	580	0.1	156
5303.txt	1128	536	0.48	48
5835.txt	2133	591	0.28	95
1655.txt	2435	541	0.22	82
3633.txt	10136	1258	0.12	322
536.txt	4486	221	0.05	157
404.txt	2872	228	0.08	109
6749.txt	2475	910	0.37	96
6497.txt	990	450	0.45	48
4550.txt	3851	1299	0.34	116
5244.txt	2729	746	0.27	116
2403.txt	1860	362	0.19	68
3391.txt	900	293	0.33	52
2113.txt	2555	279	0.11	60
5040.txt	2923	729	0.25	109
5075.txt	5091	905	0.18	162
333.txt	8427	786	0.09	297
6087.txt	2846	678	0.24	75
242.txt	4567	611	0.13	121
1649.txt	2889	345	0.12	126
5173.txt	1367	481	0.35	42
548.txt	2912	175	0.06	87
3984.txt	3697	1242	0.34	118
3274.txt	1551	327	0.21	51
1845.txt	2590	350	0.14	83
6577.txt	6601	1112	0.17	237
119.txt	3715	371	0.1	117
6201.txt	3953	896	0.23	122
5918.txt	2001	656	0.33	52
1765.txt	4896	785	0.16	140
4627.txt	3440	1606	0.47	124
4200.txt	13006	1670	0.13	368
6424.txt	1104	432	0.39	52
7102.txt	3718	2097	0.56	102
3207.txt	4229	498	0.12	149
5309.txt	1489	522	0.35	38
5930.txt	2228	614	0.28	86
3213.txt	7113	1252	0.18	254
3739.txt	593	331	0.56	24
1588.txt	3264	371	0.11	82
2793.txt	7305	1046	0.14	258
621.txt	6886	340	0.05	206
2973.txt	1754	519	0.3	56
904.txt	3666	482	0.13	105
3169.txt	1446	323	0.22	52
2675.txt	4497	446	0.1	146
5849.txt	2304	814	0.35	54
957.txt	2968	555	0.19	92
3487.txt	1943	319	0.16	55
4339.txt	5177	1421	0.27	126
5594.txt	3130	705	0.23	98
7098.txt	4048	1161	0.29	104
1587.txt	3780	684	0.18	140
5541.txt	2132	772	0.36	60
4655.txt	10081	1784	0.18	194
5783.txt	9009	2016	0.22	276
6312.txt	1686	507	0.3	72
5773.txt	1699	358	0.21	64
5118.txt	1293	512	0.4	37
487.txt	3578	500	0.14	105
2577.txt	18161	3112	0.17	675
5815.txt	1862	380	0.2	64
5606.txt	7559	1734	0.23	237
4855.txt	469	273	0.58	18
5660.txt	1472	427	0.29	50
4099.txt	1123	539	0.48	34
2622.txt	3394	400	0.12	90
1691.txt	1346	323	0.24	49
6909.txt	13378	3395	0.25	366
775.txt	3744	529	0.14	110
720.txt	5506	661	0.12	155
4293.txt	1677	736	0.44	69
2184.txt	8880	533	0.06	323
84.txt	3083	346	0.11	77
2369.txt	2196	446	0.2	78
1529.txt	8163	453	0.06	244
2341.txt	6843	1337	0.2	275
5498.txt	2990	386	0.13	90
1862.txt	1954	498	0.25	62
4543.txt	12623	5574	0.44	262
5691.txt	2915	651	0.22	107
3434.txt	1452	436	0.3	63
2946.txt	5397	914	0.17	182
5960.txt	2029	879	0.43	73
5127.txt	2648	1115	0.42	81
2064.txt	1687	466	0.28	56
1179.txt	2071	345	0.17	85
1210.txt	4946	212	0.04	168
1344.txt	1811	276	0.15	44
1497.txt	2603	381	0.15	76
2133.txt	1148	266	0.23	59
39.txt	2986	308	0.1	88
6393.txt	1918	515	0.27	55
5977.txt	2517	468	0.19	110
2607.txt	2374	553	0.23	83
1731.txt	8854	1304	0.15	275
6294.txt	4619	1066	0.23	156
4588.txt	6259	1803	0.29	122
1379.txt	3687	571	0.15	90
7017.txt	3164	1699	0.54	106
4095.txt	502	127	0.25	20
5725.txt	2414	967	0.4	80
3813.txt	1480	418	0.28	64
5177.txt	3015	826	0.27	93
5758.txt	3531	1206	0.34	120
2511.txt	4327	477	0.11	125
3899.txt	3272	808	0.25	51
1573.txt	2099	342	0.16	72
1232.txt	2967	493	0.17	87
324.txt	3738	358	0.1	97
5966.txt	11636	3465	0.3	253
7020.txt	4038	1499	0.37	147
4686.txt	1642	674	0.41	61
1525.txt	1694	280	0.17	55
2518.txt	3691	593	0.16	115
4418.txt	837	366	0.44	36
1798.txt	2504	297	0.12	79
1139.txt	2522	531	0.21	61
6830.txt	4564	748	0.16	135
67.txt	84610	2579	0.03	2342
3658.txt	3563	257	0.07	123
541.txt	3943	366	0.09	109
6123.txt	2293	816	0.36	66
3848.txt	1758	680	0.39	54
1058.txt	15732	1236	0.08	451
4245.txt	1149	331	0.29	38
6724.txt	2607	868	0.33	91
6833.txt	5943	1404	0.24	162
2716.txt	1386	386	0.28	52
5564.txt	673	279	0.41	26
4698.txt	4946	750	0.15	144
4420.txt	2424	875	0.36	74
3761.txt	7418	3078	0.41	138
4238.txt	5691	2069	0.36	198
1542.txt	3348	462	0.14	121
3946.txt	3856	1453	0.38	125
2196.txt	3552	1014	0.29	106
963.txt	2804	460	0.16	89
1783.txt	2638	443	0.17	91
2438.txt	2573	615	0.24	122
3225.txt	2419	1010	0.42	111
4106.txt	1445	646	0.45	47
5035.txt	6719	2144	0.32	189
3645.txt	1359	390	0.29	40
5906.txt	4617	986	0.21	139
6206.txt	4078	1013	0.25	122
2066.txt	6507	1083	0.17	188
6292.txt	2948	676	0.23	71
5655.txt	5194	2660	0.51	180
6560.txt	843	384	0.46	35
4041.txt	3784	1630	0.43	140
1782.txt	2358	485	0.21	77
5171.txt	13324	2348	0.18	407
6082.txt	31277	5987	0.19	1049
6503.txt	9014	1678	0.19	276
3141.txt	3892	642	0.16	140
1708.txt	2846	434	0.15	95
4787.txt	3745	841	0.22	131
3820.txt	3437	611	0.18	87
4393.txt	5330	1029	0.19	153
6614.txt	2254	848	0.38	79
3755.txt	2846	1044	0.37	112
5997.txt	947	254	0.27	22
4131.txt	34738	4162	0.12	1132
3588.txt	2406	688	0.29	91
6451.txt	7155	1189	0.17	213
4594.txt	7969	1384	0.17	212
51.txt	5547	815	0.15	190
4422.txt	1445	418	0.29	44
348.txt	2025	174	0.09	89
1951.txt	3527	429	0.12	112
5959.txt	2287	819	0.36	67
5857.txt	1210	325	0.27	45
1575.txt	2864	439	0.15	96
2416.txt	2610	378	0.14	103
346.txt	8286	963	0.12	216
6996.txt	3097	774	0.25	132
4334.txt	3963	783	0.2	127
3458.txt	2036	644	0.32	56
6525.txt	1610	628	0.39	58
4019.txt	1489	473	0.32	47
2916.txt	1365	328	0.24	48
5668.txt	755	428	0.57	44
